feature,log_hazard_ratio,hazard_ratio
approx_health_factor,-0.14484865708819897,0.8651532180103814
distance_to_liq,-0.12993277231033923,0.8781544652320318
debt_to_collateral,-0.0006976737882458711,0.9993025695295228
stablecoin_debt_share,0.08042058798272347,1.083742781024524
eth_return_7d,0.021469729140526136,1.0217018620757807
activity_intensity,-0.010733733513063184,0.9893236674453988
realized_vol_7d,-0.08124422669292115,0.9219684946297698
repay_borrow_ratio,0.26238319463339504,1.300024609448605
